Journal Data Filtered By:  Selected JCR Year: 2020 Selected Editions: SCIE Selected Category Scheme: WoS,,,,
Rank,Full Journal Title,JCR Abbreviated Title,Journal Impact Factor,Article Influence Score
8137,Revista Brasileira de Engenharia Agricola e Ambiental,REV BRAS ENG AGR AMB,0.997,0.248
8138,Actas Urologicas Espanolas,ACTAS UROL ESP,0.994,0.214
8139,ANNALES ACADEMIAE SCIENTIARUM FENNICAE-MATHEMATICA,ANN ACAD SCI FENN-M,0.993,0.769
8139,EUROPEAN PHYSICAL JOURNAL-APPLIED PHYSICS,EUR PHYS J-APPL PHYS,0.993,0.167
8141,Banach Journal of Mathematical Analysis,BANACH J MATH ANAL,0.990,0.562
8142,ASYMPTOTIC ANALYSIS,ASYMPTOTIC ANAL,0.989,0.645
8143,Brazilian Journal of Probability and Statistics,BRAZ J PROBAB STAT,0.988,0.496
8144,Natural Product Communications,NAT PROD COMMUN,0.986,0.157
8144,PARALLEL COMPUTING,PARALLEL COMPUT,0.986,0.451
8144,SBORNIK MATHEMATICS,SB MATH+,0.986,0.741
8147,APPLIED ENGINEERING IN AGRICULTURE,APPL ENG AGRIC,0.985,0.195
8147,Indian Journal of Medical Microbiology,INDIAN J MED MICROBI,0.985,0.320
8147,Willdenowia,WILLDENOWIA,0.985,0.380
8150,APPLICABLE ALGEBRA IN ENGINEERING COMMUNICATION AND COMPUTING,APPL ALGEBR ENG COMM,0.984,0.496
8150,Journal of Korean Academy of Nursing,J KOREAN ACAD NURS,0.984,0.216
8150,KEW BULLETIN,KEW BULL,0.984,0.248
8153,ACTA GEOLOGICA POLONICA,ACTA GEOL POL,0.983,0.363
8153,SOCIOBIOLOGY,SOCIOBIOLOGY,0.983,0.209
8155,COMPARATIVE MEDICINE,COMPARATIVE MED,0.982,0.341
8155,Polish Maritime Research,POL MARIT RES,0.982,0.142
8157,ACTA BOTANICA CROATICA,ACTA BOT CROAT,0.981,0.243
8158,ASTRONOMY REPORTS,ASTRON REP+,0.980,0.246
8158,Stochastics and Dynamics,STOCH DYNAM,0.980,0.568
8160,DISSOLUTION TECHNOLOGIES,DISSOLUT TECHNOL,0.978,0.138
8160,Gastroenterology Nursing,GASTROENTEROL NURS,0.978,0.261
8162,Environment Protection Engineering,ENVIRON PROT ENG,0.977,0.137
8162,JOURNAL OF NONLINEAR OPTICAL PHYSICS & MATERIALS,J NONLINEAR OPT PHYS,0.977,0.174
8162,OPEN SYSTEMS & INFORMATION DYNAMICS,OPEN SYST INF DYN,0.977,0.385
8162,PLASMA PHYSICS REPORTS,PLASMA PHYS REP+,0.977,0.216
8162,Semiconductors and Semimetals,SEMICONDUCT SEMIMET,0.977,0.335
8167,DISCRETE EVENT DYNAMIC SYSTEMS-THEORY AND APPLICATIONS,DISCRETE EVENT DYN S,0.976,0.814
8167,QUANTUM INFORMATION & COMPUTATION,QUANTUM INF COMPUT,0.976,0.629
8167,Ulusal Travma ve Acil Cerrahi Dergisi-Turkish Journal of Trauma & Emergency Surgery,ULUS TRAVMA ACIL CER,0.976,0.210
8170,AIRCRAFT ENGINEERING AND AEROSPACE TECHNOLOGY,AIRCR ENG AEROSP TEC,0.975,0.172
8170,CLINICAL NEPHROLOGY,CLIN NEPHROL,0.975,0.340
8170,INDIAN JOURNAL OF PHARMACEUTICAL SCIENCES,INDIAN J PHARM SCI,0.975,0.146
8173,Journal of Community Health Nursing,J COMMUN HEALTH NURS,0.974,0.313
8174,Conservation Genetics Resources,CONSERV GENET RESOUR,0.973,0.200
8174,Control Engineering and Applied Informatics,CONTROL ENG APPL INF,0.973,0.100
8174,SOCIAL HISTORY OF MEDICINE,SOC HIST MED,0.973,0.984
8174,Turkish Journal Of Medical Sciences,TURK J MED SCI,0.973,0.226
8178,PAKISTAN JOURNAL OF BOTANY,PAK J BOT,0.972,0.136
8178,RADIATION PROTECTION DOSIMETRY,RADIAT PROT DOSIM,0.972,0.227
8180,ACM Transactions on Autonomous and Adaptive Systems,ACM T AUTON ADAP SYS,0.971,0.357
8180,Journal of Mathematics,J MATH-UK,0.971,0.170
8182,Seminars in Orthodontics,SEMIN ORTHOD,0.970,0.300
8183,ANNALI DI MATEMATICA PURA ED APPLICATA,ANN MAT PUR APPL,0.969,0.957
8183,BULLETIN OF THE KOREAN CHEMICAL SOCIETY,B KOREAN CHEM SOC,0.969,0.099
8183,DISCRETE & COMPUTATIONAL GEOMETRY,DISCRETE COMPUT GEOM,0.969,0.894
8183,Hand Surgery & Rehabilitation,HAND SURG REHABIL,0.969,0.336
8183,INTERNATIONAL JOURNAL OF ENGINEERING EDUCATION,INT J ENG EDUC,0.969,0.151
8183,International Journal of Clothing Science and Technology,INT J CLOTH SCI TECH,0.969,0.127
8183,New Medit,NEW MEDIT,0.969,0.134
8183,North-Western Journal of Zoology,NORTH-WEST J ZOOL,0.969,0.278
8191,ANNALES DE L INSTITUT FOURIER,ANN I FOURIER,0.968,1.310
8191,Dynamics of Partial Differential Equations,DYNAM PART DIFFER EQ,0.968,0.808
8191,FOREST PRODUCTS JOURNAL,FOREST PROD J,0.968,0.156
8191,International Journal of Biostatistics,INT J BIOSTAT,0.968,1.128
8191,Journal of Infection in Developing Countries,J INFECT DEV COUNTR,0.968,0.347
8191,Journal of the Faculty of Engineering and Architecture of Gazi University,J FAC ENG ARCHIT GAZ,0.968,0.078
8191,Nigerian Journal of Clinical Practice,NIGER J CLIN PRACT,0.968,0.239
8191,TRANSACTIONS OF THE ROYAL SOCIETY OF SOUTH AUSTRALIA,T ROY SOC SOUTH AUST,0.968,0.233
8199,REVISTA BRASILEIRA DE ZOOTECNIA-BRAZILIAN JOURNAL OF ANIMAL SCIENCE,REV BRAS ZOOTECN,0.967,0.279
8200,ACM TRANSACTIONS ON DESIGN AUTOMATION OF ELECTRONIC SYSTEMS,ACM T DES AUTOMAT EL,0.964,0.310
8200,Kyoto Journal of Mathematics,KYOTO J MATH,0.964,0.766
8200,MATHEMATISCHE ZEITSCHRIFT,MATH Z,0.964,1.174
8200,Revista Brasileira de Anestesiologia,REV BRAS ANESTESIOL,0.964,0.267
8204,Digest Journal of Nanomaterials and Biostructures,DIG J NANOMATER BIOS,0.963,0.131
8204,Open Mathematics,OPEN MATH,0.963,0.311
8206,ALLELOPATHY JOURNAL,ALLELOPATHY J,0.962,0.131
8206,BLUMEA,BLUMEA,0.962,0.302
8208,Journal of Nanoelectronics and Optoelectronics,J NANOELECTRON OPTOE,0.961,0.091
8208,QUIMICA NOVA,QUIM NOVA,0.961,0.160
8210,Acta Botanica Mexicana,ACTA BOT MEX,0.960,0.176
8210,FERROELECTRICS LETTERS SECTION,FERROELECTRICS LETT,0.960,0.084
8212,Botanical Sciences,BOT SCI,0.959,0.221
8212,ELECTRONIC TRANSACTIONS ON NUMERICAL ANALYSIS,ELECTRON T NUMER ANA,0.959,0.602
8212,Horticulture Journal,HORTICULT J,0.959,0.196
8212,INFORMATION PROCESSING LETTERS,INFORM PROCESS LETT,0.959,0.453
8212,Nephrology Nursing Journal,NEPHROL NURS J,0.959,0.190
8212,REVISTA DE METALURGIA,REV METAL MADRID,0.959,0.086
8218,Fetal and Pediatric Pathology,FETAL PEDIATR PATHOL,0.958,0.204
8218,Latin American Journal of Aquatic Research,LAT AM J AQUAT RES,0.958,0.216
8220,JOURNAL OF WUHAN UNIVERSITY OF TECHNOLOGY-MATERIALS SCIENCE EDITION,J WUHAN UNIV TECHNOL,0.957,0.135
8221,Archives of Biological Sciences,ARCH BIOL SCI,0.956,0.156
8221,INDAGATIONES MATHEMATICAE-NEW SERIES,INDAGAT MATH NEW SER,0.956,0.523
8221,Information Visualization,INFORM VISUAL,0.956,0.487
8221,THEORETICAL AND MATHEMATICAL PHYSICS,THEOR MATH PHYS+,0.956,0.293
8225,ACTA MATHEMATICA SINICA-ENGLISH SERIES,ACTA MATH SIN,0.955,0.509
8225,ACTA VETERINARIA HUNGARICA,ACTA VET HUNG,0.955,0.230
8225,CHIRURG,CHIRURG,0.955,0.162
8228,SOUTHERN MEDICAL JOURNAL,SOUTH MED J,0.954,0.352
8229,European Surgery-Acta Chirurgica Austriaca,EUR SURG,0.953,0.179
8230,INVERTEBRATE REPRODUCTION & DEVELOPMENT,INVERTEBR REPROD DEV,0.952,0.264
8231,Radioengineering,RADIOENGINEERING,0.951,0.179
8232,NEUES JAHRBUCH FUR GEOLOGIE UND PALAONTOLOGIE-ABHANDLUNGEN,NEUES JAHRB GEOL P-A,0.950,0.251
8233,JOURNAL OF THE MATHEMATICAL SOCIETY OF JAPAN,J MATH SOC JPN,0.949,1.012
8233,Journal of Elementology,J ELEMENTOL,0.949,0.144
8235,Central European Journal of Energetic Materials,CENT EUR J ENERG MAT,0.948,0.237
8235,JOURNAL OF COSMETIC SCIENCE,J COSMET SCI,0.948,0.113
8235,Kuwait Journal of Science,KUWAIT J SCI,0.948,0.189
8238,Advancements of Microbiology,ADV MICROBIOL-NY,0.947,0.149
8238,Plastic Surgery,PLAST SURG-CHIR PLAS,0.947,0.368
8240,COMBUSTION EXPLOSION AND SHOCK WAVES,COMBUST EXPLO SHOCK+,0.946,0.240
8241,Experimental and Clinical Transplantation,EXP CLIN TRANSPLANT,0.945,0.243
8241,JOURNAL OF ELECTRONIC IMAGING,J ELECTRON IMAGING,0.945,0.188
8241,MATHEMATICAL AND COMPUTER MODELLING OF DYNAMICAL SYSTEMS,MATH COMP MODEL DYN,0.945,0.222
8244,CARIBBEAN JOURNAL OF SCIENCE,CARIBB J SCI,0.944,0.143
8244,Engineering Studies,ENG STUD,0.944,0.223
8244,JOURNAL OF AUTOMATED REASONING,J AUTOM REASONING,0.944,0.707
8244,MAMMALIA,MAMMALIA,0.944,0.222
8248,ACTA SOCIETATIS BOTANICORUM POLONIAE,ACTA SOC BOT POL,0.943,0.259
8249,Exploration Geophysics,EXPLOR GEOPHYS,0.942,0.361
8249,ZENTRALBLATT FUR CHIRURGIE,ZBL CHIR,0.942,0.147
8251,NUKLEONIKA,NUKLEONIKA,0.941,0.182
8251,PROCEEDINGS OF THE LINNEAN SOCIETY OF NEW SOUTH WALES,P LINN SOC N S W,0.941,0.118
8251,Wulfenia,WULFENIA,0.941,0.229
8254,CANADIAN JOURNAL OF DIETETIC PRACTICE AND RESEARCH,CAN J DIET PRACT RES,0.940,0.269
8254,CERAMICS-SILIKATY,CERAM-SILIKATY,0.940,0.167
8254,Drvna Industrija,DRVNA IND,0.940,0.141
8254,Periodica Mathematica Hungarica,PERIOD MATH HUNG,0.940,0.468
8258,JOURNAL OF THEORETICAL & COMPUTATIONAL CHEMISTRY,J THEOR COMPUT CHEM,0.939,0.142
8259,ACTA BIOLOGICA CRACOVIENSIA SERIES BOTANICA,ACTA BIOL CRACOV BOT,0.938,0.227
8259,Algebra & Number Theory,ALGEBR NUMBER THEORY,0.938,1.526
8259,Applied Mathematics-A Journal of Chinese Universities Series B,APPL MATH SER B,0.938,0.221
8259,Open Life Sciences,OPEN LIFE SCI,0.938,0.178
8263,COLLOID JOURNAL,COLLOID J+,0.937,0.125
8263,Solid Fuel Chemistry,SOLID FUEL CHEM+,0.937,0.157
8265,PROGRAMMING AND COMPUTER SOFTWARE,PROGRAM COMPUT SOFT+,0.936,0.124
8266,Advances in Mathematics of Communications,ADV MATH COMMUN,0.935,0.723
8266,Biomedica,BIOMEDICA,0.935,0.268
8266,Stochastics-An International Journal of Probability and Stochastic Processes,STOCHASTICS,0.935,0.548
8269,OIL SHALE,OIL SHALE,0.934,0.198
8270,CRYPTOLOGIA,CRYPTOLOGIA,0.933,0.053
8270,EPE Journal,EPE J,0.933,0.153
8270,MATHEMATICAL PHYSICS ANALYSIS AND GEOMETRY,MATH PHYS ANAL GEOM,0.933,0.683
8273,ZOOLOGICAL SCIENCE,ZOOL SCI,0.931,0.289
8274,Bangladesh Journal of Pharmacology,BANGL J PHARMACOL,0.930,0.136
8275,Electronic Research Announcements in Mathematical Sciences,ELECTRON RES ANNOUNC,0.929,0.728
8275,Hacettepe Journal of Mathematics and Statistics,HACET J MATH STAT,0.929,0.295
8277,ACTA ICHTHYOLOGICA ET PISCATORIA,ACTA ICHTHYOL PISCAT,0.928,0.250
8278,African Health Sciences,AFR HEALTH SCI,0.927,0.355
8278,Journal of Theoretical and Applied Mechanics,J THEOR APP MECH-POL,0.927,0.185
8278,Sequential Analysis-Design Methods and Applications,SEQUENTIAL ANAL,0.927,0.293
8281,Quality Management in Health Care,QUAL MANAG HEALTH CA,0.926,0.320
8282,TAIWANIA,TAIWANIA,0.925,0.196
8283,IEEE Pulse,IEEE PULSE,0.924,0.253
8284,ACTA ZOOLOGICA ACADEMIAE SCIENTIARUM HUNGARICAE,ACTA ZOOL ACAD SCI H,0.923,0.235
8284,INDIAN JOURNAL OF PURE & APPLIED PHYSICS,INDIAN J PURE AP PHY,0.923,0.136
8284,LOW TEMPERATURE PHYSICS,LOW TEMP PHYS+,0.923,0.191
8284,NIHON REOROJI GAKKAISHI,NIHON REOROJI GAKK,0.923,0.081
8284,Zeitschrift fur Orthopadie und Unfallchirurgie,Z ORTHOP UNFALLCHIR,0.923,0.166
8289,Quality Assurance and Safety of Crops & Foods,QUAL ASSUR SAF CROP,0.922,0.110
8290,AMERICAN JOURNAL OF FORENSIC MEDICINE AND PATHOLOGY,AM J FOREN MED PATH,0.921,0.236
8291,JOURNAL OF NIPPON MEDICAL SCHOOL,J NIPPON MED SCH,0.920,0.239
8291,Journal of Official Statistics,J OFF STAT,0.920,0.600
8291,Zoologia,ZOOLOGIA-CURITIBA,0.920,0.298
8294,ACM Transactions on Architecture and Code Optimization,ACM T ARCHIT CODE OP,0.919,0.337
8295,CARYOLOGIA,CARYOLOGIA,0.918,0.141
8296,Hong Kong Journal of Occupational Therapy,HONG KONG J OCCUP TH,0.917,0.299
8296,JOURNAL OF THE AMERICAN MOSQUITO CONTROL ASSOCIATION,J AM MOSQUITO CONTR,0.917,0.288
8296,NanoEthics,NANOETHICS,0.917,0.443
8296,Stat,STAT-US,0.917,0.764
8300,Environmental Engineering and Management Journal,ENVIRON ENG MANAG J,0.916,0.103
8301,PROGRES EN UROLOGIE,PROG UROL,0.915,0.149
8302,Archives of Acoustics,ARCH ACOUST,0.913,0.160
8302,Journal of Ocean University of China,J OCEAN U CHINA,0.913,0.190
8302,Mechanics & Industry,MECH IND,0.913,0.168
8302,Orthopaedic Nursing,ORTHOP NURS,0.913,0.292
8306,Revista Brasileira de Fruticultura,REV BRAS FRUTIC,0.912,0.226
8307,JOURNAL OF CLINICAL ULTRASOUND,J CLIN ULTRASOUND,0.910,0.288
8307,TRANSFORMATION GROUPS,TRANSFORM GROUPS,0.910,0.892
8309,Archives of Clinical Psychiatry,ARCH CLIN PSYCHIAT,0.909,0.236
8309,Baltic Journal of Road and Bridge Engineering,BALT J ROAD BRIDGE E,0.909,0.116
8309,PHILOSOPHICAL MAGAZINE LETTERS,PHIL MAG LETT,0.909,0.270
8312,Bauingenieur,BAUINGENIEUR-GERMANY,0.908,0.190
8312,Gradevinar,GRADEVINAR,0.908,0.128
8312,PROCEEDINGS OF THE EDINBURGH MATHEMATICAL SOCIETY,P EDINBURGH MATH SOC,0.908,0.801
8315,ISRAEL JOURNAL OF MATHEMATICS,ISR J MATH,0.907,1.077
8316,FOLIA BIOLOGICA,FOLIA BIOL-PRAGUE,0.906,0.207
8316,Neurosciences,NEUROSCIENCES,0.906,0.350
8318,Boletin Latinoamericano y del Caribe de Plantas Medicinales y Aromaticas,B LATINOAM CARIBE PL,0.905,0.129
8318,OBSERVATORY,OBSERVATORY,0.905,0.131
8318,SEED SCIENCE AND TECHNOLOGY,SEED SCI TECHNOL,0.905,0.174
8318,VERHALTENSTHERAPIE,VERHALTENSTHERAPIE,0.905,0.203
8322,PHYSIKALISCHE MEDIZIN REHABILITATIONSMEDIZIN KURORTMEDIZIN,PHYS MED REHAB KUROR,0.903,0.096
8322,University Politehnica of Bucharest Scientific Bulletin-Series A-Applied Mathematics and Physics,U POLITEH BUCH SER A,0.903,0.160
8324,International Journal of Aeronautical and Space Sciences,INT J AERONAUT SPACE,0.902,0.165
8325,BIOCONTROL SCIENCE,BIOCONTROL SCI,0.900,0.243
8325,DEVELOPMENT GENES AND EVOLUTION,DEV GENES EVOL,0.900,0.736
8325,Indian Journal of Hematology and Blood Transfusion,INDIAN J HEMATOL BLO,0.900,0.240
8328,Promet-Traffic & Transportation,PROMET-ZAGREB,0.898,0.178
8329,Journal of Mechanics in Medicine and Biology,J MECH MED BIOL,0.897,0.170
8330,ARKIV FOR MATEMATIK,ARK MAT,0.896,0.936
8330,MOLECULAR CRYSTALS AND LIQUID CRYSTALS,MOL CRYST LIQ CRYST,0.896,0.096
8332,PHYSICS OF THE SOLID STATE,PHYS SOLID STATE+,0.895,0.169
8332,Revista de la Construccion,REV CONSTR,0.895,0.094
8334,CHINESE JOURNAL OF STRUCTURAL CHEMISTRY,CHINESE J STRUC CHEM,0.893,0.060
8334,COMMUNICATIONS IN STATISTICS-THEORY AND METHODS,COMMUN STAT-THEOR M,0.893,0.279
8336,ACTA MEDICA OKAYAMA,ACTA MED OKAYAMA,0.892,0.214
8336,ACTA PROTOZOOLOGICA,ACTA PROTOZOOL,0.892,0.275
8336,HISTORY OF SCIENCE,HIST SCI,0.892,1.117
8336,ISRAEL MEDICAL ASSOCIATION JOURNAL,ISR MED ASSOC J,0.892,0.240
8336,Iranian Journal of Kidney Diseases,IRAN J KIDNEY DIS,0.892,0.271
8336,JOURNAL OF APPLIED ICHTHYOLOGY,J APPL ICHTHYOL,0.892,0.189
8336,KYBERNETIKA,KYBERNETIKA,0.892,0.262
8343,Erwerbs-Obstbau,ERWERBS-OBSTBAU,0.891,0.156
8343,MARINE AND FRESHWATER BEHAVIOUR AND PHYSIOLOGY,MAR FRESHW BEHAV PHY,0.891,0.291
8343,OPTICS AND SPECTROSCOPY,OPT SPECTROSC+,0.891,0.122
8343,PROCEEDINGS OF THE ENTOMOLOGICAL SOCIETY OF WASHINGTON,P ENTOMOL SOC WASH,0.891,0.234
8347,Current Pharmaceutical Analysis,CURR PHARM ANAL,0.890,0.090
8347,INTERNATIONAL JOURNAL OF QUANTUM INFORMATION,INT J QUANTUM INF,0.890,0.224
8347,JOURNAL OF ALGEBRA,J ALGEBRA,0.890,0.768
8347,OPTICAL REVIEW,OPT REV,0.890,0.163
8351,Eco mont-Journal on Protected Mountain Areas Research,ECO MONT,0.889,0.158
8351,HAUTARZT,HAUTARZT,0.889,0.125
8353,JOURNAL OF THEORETICAL PROBABILITY,J THEOR PROBAB,0.888,0.744
8354,ANNALES DE LIMNOLOGIE-INTERNATIONAL JOURNAL OF LIMNOLOGY,ANN LIMNOL-INT J LIM,0.887,0.238
8354,CROATICA CHEMICA ACTA,CROAT CHEM ACTA,0.887,0.171
8354,Diving and Hyperbaric Medicine,DIVING HYPERB MED,0.887,0.251
8357,APPLIED BIOCHEMISTRY AND MICROBIOLOGY,APPL BIOCHEM MICRO+,0.886,0.149
8357,ORNITHOLOGICAL SCIENCE,ORNITHOL SCI,0.886,0.214
8359,Annals of Functional Analysis,ANN FUNCT ANAL,0.885,0.353
8359,Chalcogenide Letters,CHALCOGENIDE LETT,0.885,0.138
8359,Economic Computation and Economic Cybernetics Studies and Research,ECON COMPUT ECON CYB,0.885,0.143
8359,IHERINGIA SERIE ZOOLOGIA,IHERINGIA SER ZOOL,0.885,0.223
8363,Notfall & Rettungsmedizin,NOTFALL RETTUNGSMED,0.884,0.099
8364,GLASS PHYSICS AND CHEMISTRY,GLASS PHYS CHEM+,0.883,0.106
8364,NURSING SCIENCE QUARTERLY,NURS SCI QUART,0.883,0.215
8366,TRANSACTIONS OF THE JAPAN SOCIETY FOR AERONAUTICAL AND SPACE SCIENCES,T JPN SOC AERONAUT S,0.882,0.283
8367,Applications of Mathematics,APPL MATH-CZECH,0.881,0.283
8367,GEOCHEMISTRY INTERNATIONAL,GEOCHEM INT+,0.881,0.241
8367,INDIAN JOURNAL OF ENGINEERING AND MATERIALS SCIENCES,INDIAN J ENG MATER S,0.881,0.121
8367,NEUROCASE,NEUROCASE,0.881,0.317
8371,JOURNAL OF ELECTRONIC TESTING-THEORY AND APPLICATIONS,J ELECTRON TEST,0.880,0.208
8371,Theology and Science,THEOL SCI,0.880,0.405
8373,CANADIAN ENTOMOLOGIST,CAN ENTOMOL,0.878,0.312
8373,INSIGHT,INSIGHT,0.878,0.221
8375,Acta Endocrinologica-Bucharest,ACTA ENDOCRINOL-BUCH,0.877,0.144
8375,International Journal of Gerontology,INT J GERONTOL,0.877,0.206
8375,PHYSICS OF METALS AND METALLOGRAPHY,PHYS MET METALLOGR+,0.877,0.166
8378,FIBRE CHEMISTRY,FIBRE CHEM+,0.876,0.037
8378,JAPAN JOURNAL OF INDUSTRIAL AND APPLIED MATHEMATICS,JPN J IND APPL MATH,0.876,0.415
8380,CANADIAN JOURNAL OF STATISTICS-REVUE CANADIENNE DE STATISTIQUE,CAN J STAT,0.875,1.018
8380,CIRCUIT WORLD,CIRCUIT WORLD,0.875,0.114
8380,ITALIAN JOURNAL OF FOOD SCIENCE,ITAL J FOOD SCI,0.875,0.165
8380,JOURNAL OF ALGEBRAIC COMBINATORICS,J ALGEBR COMB,0.875,0.987
8380,Journal of Hyperbolic Differential Equations,J HYPERBOL DIFFER EQ,0.875,0.831
8380,Malawi Medical Journal,MALAWI MED J,0.875,0.491
8380,PRESENCE-Virtual and Augmented Reality,PRESENCE-VIRTUAL AUG,0.875,0.560
8387,Collectanea Mathematica,COLLECT MATH,0.873,0.766
8388,ARQUIVOS BRASILEIROS DE OFTALMOLOGIA,ARQ BRAS OFTALMOL,0.872,0.264
8389,Funkcialaj Ekvacioj-Serio Internacia,FUNKC EKVACIOJ-SER I,0.871,0.713
8389,IMAGING SCIENCE JOURNAL,IMAGING SCI J,0.871,0.162
8391,AUSTRAL JOURNAL OF VETERINARY SCIENCES,AUSTRAL J VET SCI,0.870,0.204
8391,DISCRETE MATHEMATICS,DISCRETE MATH,0.870,0.665
8391,REVISTA DE NEUROLOGIA,REV NEUROLOGIA,0.870,0.157
8391,STATISTICS & PROBABILITY LETTERS,STAT PROBABIL LETT,0.870,0.515
8395,Horticultural Science & Technology,HORTIC SCI TECHNOL,0.869,0.117
8396,RUSSIAN JOURNAL OF GENERAL CHEMISTRY,RUSS J GEN CHEM+,0.868,0.094
8397,AKCE International Journal of Graphs and Combinatorics,AKCE INT J GRAPHS CO,0.867,0.322
8397,LETTERS IN ORGANIC CHEMISTRY,LETT ORG CHEM,0.867,0.102
8397,Noise & Health,NOISE HEALTH,0.867,0.522
8400,Czech Journal of Genetics and Plant Breeding,CZECH J GENET PLANT,0.865,0.182
8401,INORGANIC MATERIALS,INORG MATER+,0.864,0.144
8401,Revista de la Facultad de Agronomia de la Universidad del Zulia,REV FAC AGRON LUZ,0.864,0.044
8403,BRITTONIA,BRITTONIA,0.863,0.239
8403,SCIENCE OF COMPUTER PROGRAMMING,SCI COMPUT PROGRAM,0.863,0.301
8405,HERPETOLOGICAL JOURNAL,HERPETOL J,0.862,0.355
8406,ENGINEERING ECONOMIST,ENG ECON,0.861,0.193
8406,JOURNAL OF MULTIPLE-VALUED LOGIC AND SOFT COMPUTING,J MULT-VALUED LOG S,0.861,0.141
8406,LOGIC JOURNAL OF THE IGPL,LOG J IGPL,0.861,0.413
8409,Idojaras,IDOJARAS,0.860,0.130
8409,Intelligent Data Analysis,INTELL DATA ANAL,0.860,0.165
8411,Current Medical Imaging,CURR MED IMAGING,0.858,0.138
8411,KSII Transactions on Internet and Information Systems,KSII T INTERNET INF,0.858,0.105
8413,AMERICAN FERN JOURNAL,AM FERN J,0.857,0.238
8413,BULLETIN OF SYMBOLIC LOGIC,B SYMB LOG,0.857,0.867
8413,JOURNAL OF GRAPH THEORY,J GRAPH THEOR,0.857,1.007
8413,JOURNAL OF VETERINARY DENTISTRY,J VET DENT,0.857,0.201
8413,Journal of Geometric Mechanics,J GEOM MECH,0.857,0.466
8413,PUBLICATIONS OF THE RESEARCH INSTITUTE FOR MATHEMATICAL SCIENCES,PUBL RES I MATH SCI,0.857,0.853
8419,ACOUSTICAL PHYSICS,ACOUST PHYS+,0.856,0.148
8419,JPC-JOURNAL OF PLANAR CHROMATOGRAPHY-MODERN TLC,JPC-J PLANAR CHROMAT,0.856,0.078
8421,Computational Methods and Function Theory,COMPUT METH FUNCT TH,0.855,0.542
8421,STRATIGRAPHY AND GEOLOGICAL CORRELATION,STRATIGR GEO CORREL+,0.855,0.338
8421,STUDIA SCIENTIARUM MATHEMATICARUM HUNGARICA,STUD SCI MATH HUNG,0.855,0.318
8424,JOURNAL OF COASTAL RESEARCH,J COASTAL RES,0.854,0.199
8424,Journal of Pseudo-Differential Operators and Applications,J PSEUDO-DIFFER OPER,0.854,0.392
8424,MATERIALWISSENSCHAFT UND WERKSTOFFTECHNIK,MATERIALWISS WERKST,0.854,0.133
8427,JOURNAL OF CONVEX ANALYSIS,J CONVEX ANAL,0.853,0.585
8427,ORNIS FENNICA,ORNIS FENNICA,0.853,0.256
8427,SCIENTIST,SCIENTIST,0.853,0.196
8427,STUDIA GEOPHYSICA ET GEODAETICA,STUD GEOPHYS GEOD,0.853,0.374
8431,ADVANCED COMPOSITES LETTERS,ADV COMPOS LETT,0.852,0.135
8432,CEREAL RESEARCH COMMUNICATIONS,CEREAL RES COMMUN,0.850,0.171
8432,China Petroleum Processing & Petrochemical Technology,CHINA PET PROCESS PE,0.850,0.084
8432,Medizinische Klinik-Intensivmedizin und Notfallmedizin,MED KLIN-INTENSIVMED,0.850,0.103
8432,RUSSIAN JOURNAL OF APPLIED CHEMISTRY,RUSS J APPL CHEM+,0.850,0.112
8432,TECHNOLOGY AND CULTURE,TECHNOL CULT,0.850,0.593
8432,TROPICAL ECOLOGY,TROP ECOL,0.850,0.216
8438,FOLIA PHONIATRICA ET LOGOPAEDICA,FOLIA PHONIATR LOGO,0.849,0.341
8438,HEMOGLOBIN,HEMOGLOBIN,0.849,0.178
8438,NATURAL AREAS JOURNAL,NAT AREA J,0.849,0.310
8441,ADVANCES IN APPLIED MATHEMATICS,ADV APPL MATH,0.848,0.806
8441,Acta Herpetologica,ACTA HERPETOL,0.848,0.277
8441,HERZOGIA,HERZOGIA,0.848,0.170
8441,Journal of Modern Dynamics,J MOD DYNAM,0.848,1.055
8441,Journal of Traditional Chinese Medicine,J TRADIT CHIN MED,0.848,0.224
8446,CHINESE JOURNAL OF GEOPHYSICS-CHINESE EDITION,CHINESE J GEOPHYS-CH,0.847,0.223
8446,EUROPEAN JOURNAL OF COMBINATORICS,EUR J COMBIN,0.847,0.957
8446,JOURNAL OF SYMBOLIC COMPUTATION,J SYMB COMPUT,0.847,0.741
8449,ANNALS OF GLOBAL ANALYSIS AND GEOMETRY,ANN GLOB ANAL GEOM,0.846,0.739
8449,Complex Variables and Elliptic Equations,COMPLEX VAR ELLIPTIC,0.846,0.383
8451,Horticultura Brasileira,HORTIC BRAS,0.845,0.231
8451,IMA JOURNAL OF APPLIED MATHEMATICS,IMA J APPL MATH,0.845,0.570
8451,SCHWEIZER ARCHIV FUR TIERHEILKUNDE,SCHWEIZ ARCH TIERH,0.845,0.150
8454,ACTA CARSOLOGICA,ACTA CARSOLOGICA,0.844,0.343
8454,CIENCIAS MARINAS,CIENC MAR,0.844,0.275
8454,Filomat,FILOMAT,0.844,0.290
8454,MATHEMATIKA,MATHEMATIKA,0.844,0.935
8458,Complex Analysis and Operator Theory,COMPLEX ANAL OPER TH,0.843,0.399
8458,International Journal on Semantic Web and Information Systems,INT J SEMANT WEB INF,0.843,0.202
8458,PALEONTOLOGICAL RESEARCH,PALEONTOL RES,0.843,0.211
